geo,country_name,time,sex,age,indicator_code,indicator_label,value,unit,data_suppressed,source_dataset
BE,Belgium,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,18.9,PC,False,hlth_ehis_cd1e
BG,Bulgaria,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,6.9,PC,False,hlth_ehis_cd1e
BG,Bulgaria,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,5.7,PC,False,hlth_ehis_cd1e
CY,Cyprus,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,10.0,PC,False,hlth_ehis_cd1e
CY,Cyprus,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,12.2,PC,False,hlth_ehis_cd1e
CZ,Czechia,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,14.0,PC,False,hlth_ehis_cd1e
CZ,Czechia,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,14.7,PC,False,hlth_ehis_cd1e
DE,Germany,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,40.3,PC,False,hlth_ehis_cd1e
DE,Germany,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,28.4,PC,False,hlth_ehis_cd1e
DK,Denmark,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,9.1,PC,False,hlth_ehis_cd1e
DK,Denmark,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,10.3,PC,False,hlth_ehis_cd1e
EE,Estonia,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,12.3,PC,False,hlth_ehis_cd1e
EE,Estonia,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,13.5,PC,False,hlth_ehis_cd1e
EL,Greece,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,14.0,PC,False,hlth_ehis_cd1e
EL,Greece,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,8.6,PC,False,hlth_ehis_cd1e
ES,Spain,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,22.0,PC,False,hlth_ehis_cd1e
ES,Spain,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,16.7,PC,False,hlth_ehis_cd1e
EU27_2020,European Union - 27 countries (from 2020),2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,23.0,PC,False,hlth_ehis_cd1e
EU27_2020,European Union - 27 countries (from 2020),2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,21.1,PC,False,hlth_ehis_cd1e
EU28,European Union - 28 countries (2013-2020),2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,21.0,PC,False,hlth_ehis_cd1e
FI,Finland,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,41.4,PC,False,hlth_ehis_cd1e
FI,Finland,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,38.6,PC,False,hlth_ehis_cd1e
FR,France,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,19.8,PC,False,hlth_ehis_cd1e
FR,France,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,26.2,PC,False,hlth_ehis_cd1e
HR,Croatia,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,27.3,PC,False,hlth_ehis_cd1e
HR,Croatia,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,36.4,PC,False,hlth_ehis_cd1e
HU,Hungary,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,17.2,PC,False,hlth_ehis_cd1e
HU,Hungary,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,15.3,PC,False,hlth_ehis_cd1e
IE,Ireland,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,8.9,PC,False,hlth_ehis_cd1e
IE,Ireland,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,3.2,PC,False,hlth_ehis_cd1e
IS,Iceland,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,19.9,PC,False,hlth_ehis_cd1e
IS,Iceland,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,20.5,PC,False,hlth_ehis_cd1e
IT,Italy,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,21.6,PC,False,hlth_ehis_cd1e
IT,Italy,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,21.5,PC,False,hlth_ehis_cd1e
LT,Lithuania,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,13.6,PC,False,hlth_ehis_cd1e
LT,Lithuania,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,15.2,PC,False,hlth_ehis_cd1e
LU,Luxembourg,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,18.5,PC,False,hlth_ehis_cd1e
LU,Luxembourg,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,20.3,PC,False,hlth_ehis_cd1e
LV,Latvia,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,29.6,PC,False,hlth_ehis_cd1e
LV,Latvia,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,28.2,PC,False,hlth_ehis_cd1e
MT,Malta,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,8.2,PC,False,hlth_ehis_cd1e
MT,Malta,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,3.5,PC,False,hlth_ehis_cd1e
NL,Netherlands,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,13.1,PC,False,hlth_ehis_cd1e
NL,Netherlands,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,13.2,PC,False,hlth_ehis_cd1e
NO,Norway,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,12.1,PC,False,hlth_ehis_cd1e
NO,Norway,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,13.4,PC,False,hlth_ehis_cd1e
PL,Poland,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,21.0,PC,False,hlth_ehis_cd1e
PL,Poland,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,20.2,PC,False,hlth_ehis_cd1e
PT,Portugal,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,31.6,PC,False,hlth_ehis_cd1e
PT,Portugal,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,34.0,PC,False,hlth_ehis_cd1e
RO,Romania,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,8.3,PC,False,hlth_ehis_cd1e
RO,Romania,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,4.7,PC,False,hlth_ehis_cd1e
RS,Serbia,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,15.9,PC,False,hlth_ehis_cd1e
SE,Sweden,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,17.6,PC,False,hlth_ehis_cd1e
SE,Sweden,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,18.2,PC,False,hlth_ehis_cd1e
SI,Slovenia,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,27.8,PC,False,hlth_ehis_cd1e
SI,Slovenia,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,26.0,PC,False,hlth_ehis_cd1e
SK,Slovakia,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,17.5,PC,False,hlth_ehis_cd1e
SK,Slovakia,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,14.1,PC,False,hlth_ehis_cd1e
TR,Türkiye,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,28.5,PC,False,hlth_ehis_cd1e
TR,Türkiye,2019,F,TOTAL,NECK,Neck disorder or other chronic neck defect,28.0,PC,False,hlth_ehis_cd1e
UK,United Kingdom,2014,F,TOTAL,NECK,Neck disorder or other chronic neck defect,6.6,PC,False,hlth_ehis_cd1e
AT,Austria,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,6.2,PC,False,hlth_ehis_cd1e
AT,Austria,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,7.9,PC,False,hlth_ehis_cd1e
BE,Belgium,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,3.1,PC,False,hlth_ehis_cd1e
BE,Belgium,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,6.8,PC,False,hlth_ehis_cd1e
BG,Bulgaria,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,0.8,PC,False,hlth_ehis_cd1e
BG,Bulgaria,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,0.2,PC,False,hlth_ehis_cd1e
CY,Cyprus,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,0.3,PC,False,hlth_ehis_cd1e
CY,Cyprus,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,0.9,PC,False,hlth_ehis_cd1e
CZ,Czechia,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,2.4,PC,False,hlth_ehis_cd1e
CZ,Czechia,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,2.9,PC,False,hlth_ehis_cd1e
DE,Germany,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,28.5,PC,False,hlth_ehis_cd1e
DE,Germany,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,12.4,PC,False,hlth_ehis_cd1e
DK,Denmark,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,3.2,PC,False,hlth_ehis_cd1e
DK,Denmark,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,3.5,PC,False,hlth_ehis_cd1e
EE,Estonia,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,2.2,PC,False,hlth_ehis_cd1e
EE,Estonia,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,4.3,PC,False,hlth_ehis_cd1e
EL,Greece,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,2.3,PC,False,hlth_ehis_cd1e
EL,Greece,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,0.7,PC,False,hlth_ehis_cd1e
ES,Spain,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,7.0,PC,False,hlth_ehis_cd1e
ES,Spain,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,3.4,PC,False,hlth_ehis_cd1e
EU27_2020,European Union - 27 countries (from 2020),2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,9.5,PC,False,hlth_ehis_cd1e
EU27_2020,European Union - 27 countries (from 2020),2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,6.2,PC,False,hlth_ehis_cd1e
EU28,European Union - 28 countries (2013-2020),2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,8.5,PC,False,hlth_ehis_cd1e
FI,Finland,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,33.0,PC,False,hlth_ehis_cd1e
FI,Finland,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,24.3,PC,False,hlth_ehis_cd1e
FR,France,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,9.0,PC,False,hlth_ehis_cd1e
FR,France,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,8.5,PC,False,hlth_ehis_cd1e
HR,Croatia,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,1.9,PC,False,hlth_ehis_cd1e
HR,Croatia,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,4.3,PC,False,hlth_ehis_cd1e
HU,Hungary,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,1.9,PC,False,hlth_ehis_cd1e
HU,Hungary,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,3.6,PC,False,hlth_ehis_cd1e
IE,Ireland,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,1.4,PC,False,hlth_ehis_cd1e
IE,Ireland,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,0.0,PC,False,hlth_ehis_cd1e
IS,Iceland,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,13.4,PC,False,hlth_ehis_cd1e
IS,Iceland,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,8.8,PC,False,hlth_ehis_cd1e
IT,Italy,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,2.3,PC,False,hlth_ehis_cd1e
IT,Italy,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,2.4,PC,False,hlth_ehis_cd1e
LT,Lithuania,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,0.3,PC,False,hlth_ehis_cd1e
LT,Lithuania,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,1.2,PC,False,hlth_ehis_cd1e
LU,Luxembourg,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,5.7,PC,False,hlth_ehis_cd1e
LU,Luxembourg,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,7.5,PC,False,hlth_ehis_cd1e
LV,Latvia,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,13.4,PC,False,hlth_ehis_cd1e
LV,Latvia,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,10.6,PC,False,hlth_ehis_cd1e
MT,Malta,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,1.3,PC,False,hlth_ehis_cd1e
MT,Malta,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,0.9,PC,False,hlth_ehis_cd1e
NL,Netherlands,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,5.2,PC,False,hlth_ehis_cd1e
NL,Netherlands,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,4.1,PC,False,hlth_ehis_cd1e
NO,Norway,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,4.5,PC,False,hlth_ehis_cd1e
NO,Norway,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,4.7,PC,False,hlth_ehis_cd1e
PL,Poland,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,4.5,PC,False,hlth_ehis_cd1e
PL,Poland,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,2.9,PC,False,hlth_ehis_cd1e
PT,Portugal,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,4.3,PC,False,hlth_ehis_cd1e
PT,Portugal,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,7.2,PC,False,hlth_ehis_cd1e
RO,Romania,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,0.2,PC,False,hlth_ehis_cd1e
RO,Romania,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,0.0,PC,False,hlth_ehis_cd1e
RS,Serbia,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,1.1,PC,False,hlth_ehis_cd1e
SE,Sweden,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,10.9,PC,False,hlth_ehis_cd1e
SE,Sweden,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,11.7,PC,False,hlth_ehis_cd1e
SI,Slovenia,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,10.5,PC,False,hlth_ehis_cd1e
SI,Slovenia,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,11.5,PC,False,hlth_ehis_cd1e
SK,Slovakia,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,3.6,PC,False,hlth_ehis_cd1e
SK,Slovakia,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,1.9,PC,False,hlth_ehis_cd1e
TR,Türkiye,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,10.1,PC,False,hlth_ehis_cd1e
TR,Türkiye,2019,F,Y15-24,NECK,Neck disorder or other chronic neck defect,7.2,PC,False,hlth_ehis_cd1e
UK,United Kingdom,2014,F,Y15-24,NECK,Neck disorder or other chronic neck defect,1.9,PC,False,hlth_ehis_cd1e
AT,Austria,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,9.3,PC,False,hlth_ehis_cd1e
BE,Belgium,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,3.9,PC,False,hlth_ehis_cd1e
BG,Bulgaria,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,0.5,PC,False,hlth_ehis_cd1e
CY,Cyprus,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,1.4,PC,False,hlth_ehis_cd1e
CZ,Czechia,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,2.3,PC,False,hlth_ehis_cd1e
DE,Germany,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,31.8,PC,False,hlth_ehis_cd1e
DK,Denmark,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,2.7,PC,False,hlth_ehis_cd1e
EE,Estonia,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,3.8,PC,False,hlth_ehis_cd1e
EL,Greece,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,2.8,PC,False,hlth_ehis_cd1e
ES,Spain,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,7.8,PC,False,hlth_ehis_cd1e
EU27_2020,European Union - 27 countries (from 2020),2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,10.8,PC,False,hlth_ehis_cd1e
EU28,European Union - 28 countries (2013-2020),2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,9.5,PC,False,hlth_ehis_cd1e
FI,Finland,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,35.3,PC,False,hlth_ehis_cd1e
FR,France,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,8.9,PC,False,hlth_ehis_cd1e
HR,Croatia,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,2.8,PC,False,hlth_ehis_cd1e
HU,Hungary,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,2.3,PC,False,hlth_ehis_cd1e
IE,Ireland,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,2.2,PC,False,hlth_ehis_cd1e
IS,Iceland,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,12.6,PC,False,hlth_ehis_cd1e
IT,Italy,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,3.8,PC,False,hlth_ehis_cd1e
LT,Lithuania,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,1.1,PC,False,hlth_ehis_cd1e
LU,Luxembourg,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,7.9,PC,False,hlth_ehis_cd1e
LV,Latvia,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,14.2,PC,False,hlth_ehis_cd1e
MT,Malta,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,2.1,PC,False,hlth_ehis_cd1e
NL,Netherlands,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,6.2,PC,False,hlth_ehis_cd1e
NO,Norway,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,4.8,PC,False,hlth_ehis_cd1e
PL,Poland,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,5.2,PC,False,hlth_ehis_cd1e
PT,Portugal,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,4.2,PC,False,hlth_ehis_cd1e
RO,Romania,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,0.7,PC,False,hlth_ehis_cd1e
SE,Sweden,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,12.0,PC,False,hlth_ehis_cd1e
SI,Slovenia,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,9.8,PC,False,hlth_ehis_cd1e
SK,Slovakia,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,4.3,PC,False,hlth_ehis_cd1e
TR,Türkiye,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,12.7,PC,False,hlth_ehis_cd1e
UK,United Kingdom,2014,F,Y15-29,NECK,Neck disorder or other chronic neck defect,1.2,PC,False,hlth_ehis_cd1e
AT,Austria,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,14.0,PC,False,hlth_ehis_cd1e
BE,Belgium,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,7.5,PC,False,hlth_ehis_cd1e
BG,Bulgaria,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,1.9,PC,False,hlth_ehis_cd1e
CY,Cyprus,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,4.5,PC,False,hlth_ehis_cd1e
CZ,Czechia,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,6.6,PC,False,hlth_ehis_cd1e
DE,Germany,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,35.2,PC,False,hlth_ehis_cd1e
DK,Denmark,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,5.2,PC,False,hlth_ehis_cd1e
EE,Estonia,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,5.7,PC,False,hlth_ehis_cd1e
EL,Greece,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,6.7,PC,False,hlth_ehis_cd1e
ES,Spain,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,13.2,PC,False,hlth_ehis_cd1e
EU27_2020,European Union - 27 countries (from 2020),2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,14.4,PC,False,hlth_ehis_cd1e
EU28,European Union - 28 countries (2013-2020),2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,12.8,PC,False,hlth_ehis_cd1e
FI,Finland,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,36.2,PC,False,hlth_ehis_cd1e
FR,France,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,13.3,PC,False,hlth_ehis_cd1e
HR,Croatia,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,11.7,PC,False,hlth_ehis_cd1e
HU,Hungary,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,5.2,PC,False,hlth_ehis_cd1e
IE,Ireland,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,4.9,PC,False,hlth_ehis_cd1e
IS,Iceland,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,16.0,PC,False,hlth_ehis_cd1e
IT,Italy,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,9.2,PC,False,hlth_ehis_cd1e
LT,Lithuania,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,4.0,PC,False,hlth_ehis_cd1e
LU,Luxembourg,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,11.8,PC,False,hlth_ehis_cd1e
LV,Latvia,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,20.0,PC,False,hlth_ehis_cd1e
MT,Malta,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,3.9,PC,False,hlth_ehis_cd1e
NL,Netherlands,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,7.6,PC,False,hlth_ehis_cd1e
NO,Norway,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,7.8,PC,False,hlth_ehis_cd1e
PL,Poland,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,9.2,PC,False,hlth_ehis_cd1e
PT,Portugal,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,10.8,PC,False,hlth_ehis_cd1e
RO,Romania,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,1.8,PC,False,hlth_ehis_cd1e
SE,Sweden,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,14.9,PC,False,hlth_ehis_cd1e
SI,Slovenia,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,15.1,PC,False,hlth_ehis_cd1e
SK,Slovakia,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,8.7,PC,False,hlth_ehis_cd1e
TR,Türkiye,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,19.7,PC,False,hlth_ehis_cd1e
UK,United Kingdom,2014,F,Y15-44,NECK,Neck disorder or other chronic neck defect,2.2,PC,False,hlth_ehis_cd1e
AT,Austria,2014,F,Y15-64,NECK,Neck disorder or other chronic neck defect,20.9,PC,False,hlth_ehis_cd1e
AT,Austria,2019,F,Y15-64,NECK,Neck disorder or other chronic neck defect,22.5,PC,False,hlth_ehis_cd1e
BE,Belgium,2014,F,Y15-64,NECK,Neck disorder or other chronic neck defect,12.5,PC,False,hlth_ehis_cd1e
BE,Belgium,2019,F,Y15-64,NECK,Neck disorder or other chronic neck defect,17.3,PC,False,hlth_ehis_cd1e
BG,Bulgaria,2014,F,Y15-64,NECK,Neck disorder or other chronic neck defect,4.7,PC,False,hlth_ehis_cd1e
BG,Bulgaria,2019,F,Y15-64,NECK,Neck disorder or other chronic neck defect,3.3,PC,False,hlth_ehis_cd1e
CY,Cyprus,2014,F,Y15-64,NECK,Neck disorder or other chronic neck defect,7.9,PC,False,hlth_ehis_cd1e
CY,Cyprus,2019,F,Y15-64,NECK,Neck disorder or other chronic neck defect,8.7,PC,False,hlth_ehis_cd1e
CZ,Czechia,2014,F,Y15-64,NECK,Neck disorder or other chronic neck defect,11.8,PC,False,hlth_ehis_cd1e
CZ,Czechia,2019,F,Y15-64,NECK,Neck disorder or other chronic neck defect,11.2,PC,False,hlth_ehis_cd1e
DE,Germany,2014,F,Y15-64,NECK,Neck disorder or other chronic neck defect,40.3,PC,False,hlth_ehis_cd1e
DE,Germany,2019,F,Y15-64,NECK,Neck disorder or other chronic neck defect,27.1,PC,False,hlth_ehis_cd1e
DK,Denmark,2014,F,Y15-64,NECK,Neck disorder or other chronic neck defect,8.1,PC,False,hlth_ehis_cd1e
DK,Denmark,2019,F,Y15-64,NECK,Neck disorder or other chronic neck defect,10.1,PC,False,hlth_ehis_cd1e
EE,Estonia,2014,F,Y15-64,NECK,Neck disorder or other chronic neck defect,10.9,PC,False,hlth_ehis_cd1e
EE,Estonia,2019,F,Y15-64,NECK,Neck disorder or other chronic neck defect,12.7,PC,False,hlth_ehis_cd1e
EL,Greece,2014,F,Y15-64,NECK,Neck disorder or other chronic neck defect,10.9,PC,False,hlth_ehis_cd1e
EL,Greece,2019,F,Y15-64,NECK,Neck disorder or other chronic neck defect,6.7,PC,False,hlth_ehis_cd1e
ES,Spain,2014,F,Y15-64,NECK,Neck disorder or other chronic neck defect,18.3,PC,False,hlth_ehis_cd1e
ES,Spain,2019,F,Y15-64,NECK,Neck disorder or other chronic neck defect,13.1,PC,False,hlth_ehis_cd1e
EU27_2020,European Union - 27 countries (from 2020),2014,F,Y15-64,NECK,Neck disorder or other chronic neck defect,20.3,PC,False,hlth_ehis_cd1e
EU27_2020,European Union - 27 countries (from 2020),2019,F,Y15-64,NECK,Neck disorder or other chronic neck defect,18.0,PC,False,hlth_ehis_cd1e
EU28,European Union - 28 countries (2013-2020),2014,F,Y15-64,NECK,Neck disorder or other chronic neck defect,18.4,PC,False,hlth_ehis_cd1e
FI,Finland,2014,F,Y15-64,NECK,Neck disorder or other chronic neck defect,40.4,PC,False,hlth_ehis_cd1e
FI,Finland,2019,F,Y15-64,NECK,Neck disorder or other chronic neck defect,38.7,PC,False,hlth_ehis_cd1e
FR,France,2014,F,Y15-64,NECK,Neck disorder or other chronic neck defect,17.4,PC,False,hlth_ehis_cd1e
FR,France,2019,F,Y15-64,NECK,Neck disorder or other chronic neck defect,23.5,PC,False,hlth_ehis_cd1e
HR,Croatia,2014,F,Y15-64,NECK,Neck disorder or other chronic neck defect,22.1,PC,False,hlth_ehis_cd1e
HR,Croatia,2019,F,Y15-64,NECK,Neck disorder or other chronic neck defect,26.9,PC,False,hlth_ehis_cd1e
HU,Hungary,2014,F,Y15-64,NECK,Neck disorder or other chronic neck defect,13.0,PC,False,hlth_ehis_cd1e
HU,Hungary,2019,F,Y15-64,NECK,Neck disorder or other chronic neck defect,12.2,PC,False,hlth_ehis_cd1e
IE,Ireland,2014,F,Y15-64,NECK,Neck disorder or other chronic neck defect,7.5,PC,False,hlth_ehis_cd1e
IE,Ireland,2019,F,Y15-64,NECK,Neck disorder or other chronic neck defect,2.6,PC,False,hlth_ehis_cd1e
